trial,cond,face,subj,acc,order,fam,grp
Steve_3,3,Steve,16,0,1,6,cbu
Rik_3,3,Rik,16,1,1,7,cbu
Sneha_3,3,Sneha,16,1,1,10,cbu
Verity_3,3,Verity,16,0,1,7,cbu
Holly_3,3,Holly,16,0,1,7,cbu
Clare_3,3,Clare,16,0,1,6,cbu
Marta_3,3,Marta,16,1,1,10,cbu
Matt_3,3,Matt,16,1,1,7,cbu
Johan_3,3,Johan,17,1,1,8,cbu
Tina_3,3,Tina,17,0,1,8,cbu
Steve_3,3,Steve,17,1,1,8,cbu
Rik_3,3,Rik,17,0,1,8,cbu
Sneha_3,3,Sneha,17,0,1,6,cbu
Verity_3,3,Verity,17,0,1,6,cbu
Holly_3,3,Holly,17,0,1,6,cbu
Clare_3,3,Clare,17,0,1,9,cbu
Marta_3,3,Marta,17,0,1,9,cbu
Matt_3,3,Matt,17,0,1,8,cbu
Johan_3,3,Johan,18,1,3,5,cbu
Tina_3,3,Tina,18,0,3,7,cbu
Steve_3,3,Steve,18,0,3,8,cbu
Rik_3,3,Rik,18,1,3,8,cbu
Sneha_3,3,Sneha,18,0,3,6,cbu
Verity_3,3,Verity,18,0,3,5,cbu
Holly_3,3,Holly,18,0,3,5,cbu
Clare_3,3,Clare,18,0,3,7,cbu
Marta_3,3,Marta,18,0,3,7,cbu
Matt_3,3,Matt,18,0,3,7,cbu
Johan_3,3,Johan,19,1,1,7,cbu
Tina_3,3,Tina,19,1,1,7,cbu
Steve_3,3,Steve,19,0,1,2,cbu
Rik_3,3,Rik,19,0,1,7,cbu
Sneha_3,3,Sneha,19,1,1,2,cbu
Verity_3,3,Verity,19,1,1,4,cbu
Holly_3,3,Holly,19,0,1,2,cbu
Clare_3,3,Clare,19,1,1,4,cbu
Marta_3,3,Marta,19,0,1,6,cbu
Matt_3,3,Matt,19,0,1,9,cbu
Johan_3,3,Johan,20,1,4,9,cbu
Tina_3,3,Tina,20,0,4,5,cbu
Steve_3,3,Steve,20,0,4,6,cbu
Rik_3,3,Rik,20,1,4,9,cbu
Sneha_3,3,Sneha,20,1,4,8,cbu
Verity_3,3,Verity,20,0,4,5,cbu
Holly_3,3,Holly,20,0,4,1,cbu
Clare_3,3,Clare,20,1,4,6,cbu
Marta_3,3,Marta,20,0,4,6,cbu
Matt_3,3,Matt,20,0,4,7,cbu
Johan_3,3,Johan,21,1,2,10,cbu
Tina_3,3,Tina,21,0,2,10,cbu
Steve_3,3,Steve,21,1,2,10,cbu
Rik_3,3,Rik,21,1,2,10,cbu
Sneha_3,3,Sneha,21,0,2,7,cbu
Verity_3,3,Verity,21,1,2,7,cbu
Holly_3,3,Holly,21,0,2,10,cbu
Clare_3,3,Clare,21,1,2,10,cbu
Marta_3,3,Marta,21,1,2,9,cbu
Matt_3,3,Matt,21,1,2,9,cbu
Johan_3,3,Johan,22,0,4,8,cbu
Tina_3,3,Tina,22,1,4,8,cbu
Steve_3,3,Steve,22,0,4,10,cbu
Rik_3,3,Rik,22,1,4,10,cbu
Sneha_3,3,Sneha,22,1,4,5,cbu
Verity_3,3,Verity,22,1,4,5,cbu
Holly_3,3,Holly,22,0,4,7,cbu
Clare_3,3,Clare,22,1,4,8,cbu
Marta_3,3,Marta,22,0,4,7,cbu
Matt_3,3,Matt,22,1,4,8,cbu
Johan_3,3,Johan,23,1,1,10,cbu
Tina_3,3,Tina,23,0,1,10,cbu
Steve_3,3,Steve,23,1,1,10,cbu
Rik_3,3,Rik,23,1,1,10,cbu
Sneha_3,3,Sneha,23,0,1,10,cbu
Verity_3,3,Verity,23,1,1,10,cbu
Holly_3,3,Holly,23,0,1,10,cbu
Clare_3,3,Clare,23,0,1,10,cbu
Marta_3,3,Marta,23,0,1,10,cbu
Matt_3,3,Matt,23,0,1,10,cbu
Johan_3,3,Johan,24,0,2,9,cbu
Tina_3,3,Tina,24,0,2,8,cbu
Steve_3,3,Steve,24,0,2,4,cbu
Rik_3,3,Rik,24,1,2,9,cbu
Sneha_3,3,Sneha,24,0,2,5,cbu
Verity_3,3,Verity,24,0,2,5,cbu
Holly_3,3,Holly,24,0,2,4,cbu
Clare_3,3,Clare,24,0,2,6,cbu
Marta_3,3,Marta,24,0,2,6,cbu
Matt_3,3,Matt,24,0,2,8,cbu
Johan_3,3,Johan,25,1,3,9,cbu
Tina_3,3,Tina,25,0,3,8,cbu
Steve_3,3,Steve,25,1,3,7,cbu
Rik_3,3,Rik,25,0,3,9,cbu
Sneha_3,3,Sneha,25,0,3,8,cbu
Verity_3,3,Verity,25,0,3,8,cbu
Holly_3,3,Holly,25,0,3,2,cbu
Clare_3,3,Clare,25,0,3,6,cbu
Marta_3,3,Marta,25,0,3,9,cbu
Matt_3,3,Matt,25,0,3,10,cbu
Johan_3,3,Johan,26,0,1,9,cbu
Tina_3,3,Tina,26,0,1,8,cbu
Steve_3,3,Steve,26,0,1,5,cbu
Rik_3,3,Rik,26,0,1,9,cbu
Sneha_3,3,Sneha,26,0,1,7,cbu
Verity_3,3,Verity,26,1,1,7,cbu
Holly_3,3,Holly,26,0,1,6,cbu
Clare_3,3,Clare,26,0,1,2,cbu
Marta_3,3,Marta,26,1,1,8,cbu
Matt_3,3,Matt,26,0,1,5,cbu
Johan_3,3,Johan,27,1,4,9,cbu
Tina_3,3,Tina,27,1,4,9,cbu
Steve_3,3,Steve,27,1,4,9,cbu
Rik_3,3,Rik,27,1,4,9,cbu
Sneha_3,3,Sneha,27,0,4,9,cbu
Verity_3,3,Verity,27,1,4,9,cbu
Holly_3,3,Holly,27,0,4,8,cbu
Clare_3,3,Clare,27,0,4,9,cbu
Marta_3,3,Marta,27,0,4,9,cbu
Matt_3,3,Matt,27,1,4,9,cbu
Johan_3,3,Johan,28,1,4,10,cbu
Tina_3,3,Tina,28,1,4,8,cbu
Steve_3,3,Steve,28,1,4,10,cbu
Rik_3,3,Rik,28,0,4,8,cbu
Sneha_3,3,Sneha,28,1,4,8,cbu
Verity_3,3,Verity,28,1,4,6,cbu
Holly_3,3,Holly,28,0,4,7,cbu
Clare_3,3,Clare,28,1,4,10,cbu
Marta_3,3,Marta,28,0,4,7,cbu
Matt_3,3,Matt,28,0,4,10,cbu
Johan_3,3,Johan,29,0,1,7,cbu
Tina_3,3,Tina,29,0,1,6,cbu
Steve_3,3,Steve,29,0,1,5,cbu
Rik_3,3,Rik,29,1,1,8,cbu
Sneha_3,3,Sneha,29,1,1,9,cbu
Verity_3,3,Verity,29,0,1,9,cbu
Holly_3,3,Holly,29,0,1,6,cbu
Clare_3,3,Clare,29,0,1,2,cbu
Marta_3,3,Marta,29,0,1,9,cbu
Matt_3,3,Matt,29,0,1,8,cbu
Johan_3,3,Johan,30,0,2,10,cbu
Tina_3,3,Tina,30,0,2,10,cbu
Steve_3,3,Steve,30,0,2,10,cbu
Rik_3,3,Rik,30,1,2,10,cbu
Sneha_3,3,Sneha,30,0,2,10,cbu
Verity_3,3,Verity,30,1,2,10,cbu
Holly_3,3,Holly,30,0,2,10,cbu
Clare_3,3,Clare,30,1,2,10,cbu
Marta_3,3,Marta,30,0,2,10,cbu
Matt_3,3,Matt,30,0,2,10,cbu
Johan_3,3,Johan,31,1,2,8,cbu
Tina_3,3,Tina,31,0,2,8,cbu
Steve_3,3,Steve,31,1,2,4,cbu
Rik_3,3,Rik,31,1,2,10,cbu
Sneha_3,3,Sneha,31,1,2,9,cbu
Verity_3,3,Verity,31,1,2,6,cbu
Holly_3,3,Holly,31,0,2,3,cbu
Clare_3,3,Clare,31,0,2,7,cbu
Marta_3,3,Marta,31,1,2,7,cbu
Matt_3,3,Matt,31,0,2,10,cbu
Johan_3,3,Johan,32,0,2,7,cbu
Tina_3,3,Tina,32,0,2,5,cbu
Steve_3,3,Steve,32,1,2,9,cbu
Rik_3,3,Rik,32,0,2,9,cbu
Sneha_3,3,Sneha,32,1,2,4,cbu
Verity_3,3,Verity,32,1,2,3,cbu
Holly_3,3,Holly,32,0,2,2,cbu
Clare_3,3,Clare,32,0,2,3,cbu
Marta_3,3,Marta,32,1,2,9,cbu
Matt_3,3,Matt,32,1,2,9,cbu
Johan_3,3,Johan,33,1,2,7,cbu
Tina_3,3,Tina,33,0,2,7,cbu
Steve_3,3,Steve,33,0,2,7,cbu
Rik_3,3,Rik,33,1,2,9,cbu
Sneha_3,3,Sneha,33,0,2,5,cbu
Verity_3,3,Verity,33,0,2,1,cbu
Holly_3,3,Holly,33,0,2,3,cbu
Clare_3,3,Clare,33,0,2,8,cbu
Marta_3,3,Marta,33,0,2,7,cbu
Matt_3,3,Matt,33,0,2,7,cbu
Johan_3,3,Johan,34,0,1,7,cbu
Tina_3,3,Tina,34,0,1,9,cbu
Steve_3,3,Steve,34,0,1,5,cbu
Rik_3,3,Rik,34,1,1,10,cbu
Sneha_3,3,Sneha,34,1,1,7,cbu
Verity_3,3,Verity,34,1,1,10,cbu
Holly_3,3,Holly,34,0,1,1,cbu
Clare_3,3,Clare,34,0,1,3,cbu
Marta_3,3,Marta,34,0,1,10,cbu
Matt_3,3,Matt,34,0,1,7,cbu
Johan_3,3,Johan,35,1,1,8,cbu
Tina_3,3,Tina,35,0,1,8,cbu
Steve_3,3,Steve,35,0,1,7,cbu
Rik_3,3,Rik,35,0,1,9,cbu
Sneha_3,3,Sneha,35,0,1,6,cbu
Verity_3,3,Verity,35,1,1,9,cbu
Holly_3,3,Holly,35,0,1,8,cbu
Clare_3,3,Clare,35,1,1,5,cbu
Marta_3,3,Marta,35,0,1,8,cbu
Matt_3,3,Matt,35,0,1,9,cbu
Johan_3,3,Johan,36,1,3,8,cbu
Tina_3,3,Tina,36,0,3,5,cbu
Steve_3,3,Steve,36,1,3,8,cbu
Rik_3,3,Rik,36,0,3,8,cbu
Sneha_3,3,Sneha,36,0,3,5,cbu
Verity_3,3,Verity,36,1,3,5,cbu
Holly_3,3,Holly,36,0,3,5,cbu
Clare_3,3,Clare,36,0,3,8,cbu
Marta_3,3,Marta,36,0,3,8,cbu
Matt_3,3,Matt,36,1,3,8,cbu
Johan_3,3,Johan,37,1,4,10,cbu
Tina_3,3,Tina,37,1,4,9,cbu
Steve_3,3,Steve,37,0,4,6,cbu
Rik_3,3,Rik,37,1,4,9,cbu
Sneha_3,3,Sneha,37,0,4,8,cbu
Verity_3,3,Verity,37,0,4,7,cbu
Holly_3,3,Holly,37,0,4,7,cbu
Clare_3,3,Clare,37,1,4,10,cbu
Marta_3,3,Marta,37,1,4,9,cbu
Matt_3,3,Matt,37,0,4,10,cbu
Johan_3,3,Johan,38,1,1,7,cbu
Tina_3,3,Tina,38,1,1,5,cbu
Steve_3,3,Steve,38,1,1,5,cbu
Rik_3,3,Rik,38,1,1,8,cbu
Sneha_3,3,Sneha,38,0,1,7,cbu
Verity_3,3,Verity,38,0,1,4,cbu
Holly_3,3,Holly,38,0,1,3,cbu
Clare_3,3,Clare,38,1,1,8,cbu
Marta_3,3,Marta,38,0,1,3,cbu
Matt_3,3,Matt,38,0,1,8,cbu
Johan_3,3,Johan,39,0,4,4,cbu
Tina_3,3,Tina,39,0,4,1,cbu
Steve_3,3,Steve,39,1,4,3,cbu
Rik_3,3,Rik,39,1,4,5,cbu
Sneha_3,3,Sneha,39,1,4,0,cbu
Verity_3,3,Verity,39,1,4,2,cbu
Holly_3,3,Holly,39,0,4,0,cbu
Clare_3,3,Clare,39,0,4,0,cbu
Marta_3,3,Marta,39,0,4,4,cbu
Matt_3,3,Matt,39,0,4,3,cbu
Johan_3,3,Johan,40,1,1,4,cbu
Tina_3,3,Tina,40,0,1,0,cbu
Steve_3,3,Steve,40,1,1,0,cbu
Rik_3,3,Rik,40,1,1,8,cbu
Sneha_3,3,Sneha,40,0,1,2,cbu
Verity_3,3,Verity,40,0,1,1,cbu
Holly_3,3,Holly,40,0,1,0,cbu
Clare_3,3,Clare,40,1,1,4,cbu
Marta_3,3,Marta,40,1,1,6,cbu
Matt_3,3,Matt,40,0,1,6,cbu
Johan_3,3,Johan,41,1,4,9,cbu
Tina_3,3,Tina,41,1,4,10,cbu
Steve_3,3,Steve,41,0,4,6,cbu
Rik_3,3,Rik,41,1,4,10,cbu
Sneha_3,3,Sneha,41,1,4,3,cbu
Verity_3,3,Verity,41,1,4,3,cbu
Holly_3,3,Holly,41,0,4,6,cbu
Clare_3,3,Clare,41,1,4,10,cbu
Marta_3,3,Marta,41,1,4,8,cbu
Matt_3,3,Matt,41,0,4,10,cbu
Johan_3,3,Johan,42,1,3,10,cbu
Tina_3,3,Tina,42,0,3,10,cbu
Steve_3,3,Steve,42,0,3,9,cbu
Rik_3,3,Rik,42,1,3,10,cbu
Sneha_3,3,Sneha,42,0,3,8,cbu
Verity_3,3,Verity,42,0,3,6,cbu
Holly_3,3,Holly,42,0,3,5,cbu
Clare_3,3,Clare,42,0,3,7,cbu
Marta_3,3,Marta,42,0,3,10,cbu
Matt_3,3,Matt,42,1,3,10,cbu
Johan_3,3,Johan,43,0,3,7,cbu
Tina_3,3,Tina,43,1,3,10,cbu
Steve_3,3,Steve,43,0,3,8,cbu
Rik_3,3,Rik,43,1,3,7,cbu
Sneha_3,3,Sneha,43,1,3,3,cbu
Verity_3,3,Verity,43,1,3,2,cbu
Holly_3,3,Holly,43,1,3,1,cbu
Clare_3,3,Clare,43,0,3,2,cbu
Marta_3,3,Marta,43,1,3,5,cbu
Matt_3,3,Matt,43,0,3,6,cbu
Johan_3,3,Johan,44,0,3,6,cbu
Tina_3,3,Tina,44,1,3,6,cbu
Steve_3,3,Steve,44,1,3,5,cbu
Rik_3,3,Rik,44,0,3,6,cbu
Sneha_3,3,Sneha,44,0,3,4,cbu
Verity_3,3,Verity,44,1,3,3,cbu
Holly_3,3,Holly,44,0,3,6,cbu
Clare_3,3,Clare,44,1,3,7,cbu
Marta_3,3,Marta,44,0,3,7,cbu
Matt_3,3,Matt,44,1,3,7,cbu
Johan_3,3,Johan,45,1,2,7,cbu
Tina_3,3,Tina,45,1,2,5,cbu
Steve_3,3,Steve,45,1,2,4,cbu
Rik_3,3,Rik,45,0,2,10,cbu
Sneha_3,3,Sneha,45,0,2,7,cbu
Verity_3,3,Verity,45,0,2,8,cbu
Holly_3,3,Holly,45,0,2,2,cbu
Clare_3,3,Clare,45,0,2,1,cbu
Marta_3,3,Marta,45,0,2,4,cbu
Matt_3,3,Matt,45,0,2,6,cbu
Johan_3,3,Johan,46,1,3,10,cbu
Tina_3,3,Tina,46,1,3,6,cbu
Steve_3,3,Steve,46,1,3,7,cbu
Rik_3,3,Rik,46,1,3,10,cbu
Sneha_3,3,Sneha,46,0,3,7,cbu
Verity_3,3,Verity,46,0,3,9,cbu
Holly_3,3,Holly,46,0,3,1,cbu
Clare_3,3,Clare,46,1,3,4,cbu
Marta_3,3,Marta,46,1,3,8,cbu
Matt_3,3,Matt,46,1,3,10,cbu
Johan_3,3,Johan,47,1,4,8,cbu
Tina_3,3,Tina,47,1,4,9,cbu
Steve_3,3,Steve,47,1,4,9,cbu
Rik_3,3,Rik,47,1,4,9,cbu
Sneha_3,3,Sneha,47,0,4,9,cbu
Verity_3,3,Verity,47,1,4,9,cbu
Holly_3,3,Holly,47,0,4,5,cbu
Clare_3,3,Clare,47,0,4,6,cbu
Marta_3,3,Marta,47,1,4,9,cbu
Matt_3,3,Matt,47,1,4,9,cbu
Johan_3,3,Johan,48,1,3,9,cbu
Tina_3,3,Tina,48,0,3,8,cbu
Steve_3,3,Steve,48,0,3,7,cbu
Rik_3,3,Rik,48,1,3,9,cbu
Sneha_3,3,Sneha,48,1,3,9,cbu
Verity_3,3,Verity,48,1,3,6,cbu
Holly_3,3,Holly,48,0,3,9,cbu
Clare_3,3,Clare,48,1,3,10,cbu
Marta_3,3,Marta,48,1,3,8,cbu
Matt_3,3,Matt,48,0,3,10,cbu
Johan_3,3,Johan,49,1,2,9,cbu
Tina_3,3,Tina,49,0,2,5,cbu
Steve_3,3,Steve,49,0,2,7,cbu
Rik_3,3,Rik,49,1,2,5,cbu
Sneha_3,3,Sneha,49,1,2,6,cbu
Verity_3,3,Verity,49,0,2,6,cbu
Holly_3,3,Holly,49,0,2,0,cbu
Clare_3,3,Clare,49,1,2,4,cbu
Marta_3,3,Marta,49,1,2,9,cbu
Matt_3,3,Matt,49,0,2,6,cbu
Johan_3,3,Johan,50,0,4,6,cbu
Tina_3,3,Tina,50,1,4,7,cbu
Steve_3,3,Steve,50,1,4,5,cbu
Rik_3,3,Rik,50,1,4,7,cbu
Sneha_3,3,Sneha,50,1,4,6,cbu
Verity_3,3,Verity,50,1,4,6,cbu
Holly_3,3,Holly,50,0,4,0,cbu
Clare_3,3,Clare,50,1,4,5,cbu
Marta_3,3,Marta,50,1,4,4,cbu
Matt_3,3,Matt,50,0,4,6,cbu
Johan_0,1,Johan,51,1,1,1,ctb
Tina_0,1,Tina,51,0,1,1,ctb
Steve_0,1,Steve,51,0,1,1,ctb
Rik_0,1,Rik,51,1,1,1,ctb
Sneha_0,1,Sneha,51,0,1,1,ctb
Verity_0,1,Verity,51,0,1,1,ctb
Holly_0,1,Holly,51,0,1,1,ctb
Clare_0,1,Clare,51,1,1,1,ctb
Marta_0,1,Marta,51,1,1,1,ctb
Matt_0,1,Matt,51,0,1,1,ctb
Johan_0,1,Johan,52,1,1,1,ctb
Tina_0,1,Tina,52,0,1,1,ctb
Steve_0,1,Steve,52,0,1,1,ctb
Rik_0,1,Rik,52,1,1,1,ctb
Sneha_0,1,Sneha,52,0,1,1,ctb
Verity_0,1,Verity,52,0,1,1,ctb
Holly_0,1,Holly,52,0,1,1,ctb
Clare_0,1,Clare,52,0,1,1,ctb
Marta_0,1,Marta,52,0,1,1,ctb
Matt_0,1,Matt,52,0,1,1,ctb
Johan_0,1,Johan,53,0,1,1,ctb
Tina_0,1,Tina,53,1,1,1,ctb
Steve_0,1,Steve,53,0,1,1,ctb
Rik_0,1,Rik,53,1,1,1,ctb
Sneha_0,1,Sneha,53,1,1,1,ctb
Verity_0,1,Verity,53,1,1,1,ctb
Holly_0,1,Holly,53,0,1,1,ctb
Clare_0,1,Clare,53,0,1,1,ctb
Marta_0,1,Marta,53,1,1,1,ctb
Matt_0,1,Matt,53,0,1,1,ctb
Johan_0,1,Johan,54,0,1,1,ctb
Tina_0,1,Tina,54,0,1,1,ctb
Steve_0,1,Steve,54,0,1,1,ctb
Rik_0,1,Rik,54,0,1,1,ctb
Sneha_0,1,Sneha,54,0,1,1,ctb
Verity_0,1,Verity,54,0,1,1,ctb
Holly_0,1,Holly,54,0,1,1,ctb
Clare_0,1,Clare,54,0,1,1,ctb
Marta_0,1,Marta,54,0,1,1,ctb
Matt_0,1,Matt,54,0,1,1,ctb
Johan_0,1,Johan,55,0,1,1,ctb
Tina_0,1,Tina,55,0,1,1,ctb
Steve_0,1,Steve,55,1,1,1,ctb
Rik_0,1,Rik,55,1,1,1,ctb
Sneha_0,1,Sneha,55,1,1,1,ctb
Verity_0,1,Verity,55,0,1,1,ctb
Holly_0,1,Holly,55,0,1,1,ctb
Clare_0,1,Clare,55,1,1,1,ctb
Marta_0,1,Marta,55,0,1,1,ctb
Matt_0,1,Matt,55,0,1,1,ctb
Johan_0,1,Johan,56,1,1,1,ctb
Tina_0,1,Tina,56,0,1,1,ctb
Steve_0,1,Steve,56,1,1,1,ctb
Rik_0,1,Rik,56,1,1,1,ctb
Sneha_0,1,Sneha,56,1,1,1,ctb
Verity_0,1,Verity,56,1,1,1,ctb
Holly_0,1,Holly,56,1,1,1,ctb
Clare_0,1,Clare,56,0,1,1,ctb
Marta_0,1,Marta,56,0,1,1,ctb
Matt_0,1,Matt,56,1,1,1,ctb
Johan_0,1,Johan,57,0,1,1,ctb
Tina_0,1,Tina,57,0,1,1,ctb
Steve_0,1,Steve,57,1,1,1,ctb
Rik_0,1,Rik,57,0,1,1,ctb
Sneha_0,1,Sneha,57,0,1,1,ctb
Verity_0,1,Verity,57,0,1,1,ctb
Holly_0,1,Holly,57,0,1,1,ctb
Clare_0,1,Clare,57,0,1,1,ctb
Marta_0,1,Marta,57,0,1,1,ctb
Matt_0,1,Matt,57,0,1,1,ctb
Johan_0,1,Johan,58,0,1,1,ctb
Tina_0,1,Tina,58,0,1,1,ctb
Steve_0,1,Steve,58,1,1,1,ctb
Rik_0,1,Rik,58,0,1,1,ctb
Sneha_0,1,Sneha,58,0,1,1,ctb
Verity_0,1,Verity,58,0,1,1,ctb
Holly_0,1,Holly,58,0,1,1,ctb
Clare_0,1,Clare,58,0,1,1,ctb
Marta_0,1,Marta,58,0,1,1,ctb
Matt_0,1,Matt,58,0,1,1,ctb
Johan_0,1,Johan,59,1,1,1,ctb
Tina_0,1,Tina,59,0,1,1,ctb
Steve_0,1,Steve,59,0,1,1,ctb
Rik_0,1,Rik,59,1,1,1,ctb
Sneha_0,1,Sneha,59,0,1,1,ctb
Verity_0,1,Verity,59,0,1,1,ctb
Holly_0,1,Holly,59,0,1,1,ctb
Clare_0,1,Clare,59,0,1,1,ctb
Marta_0,1,Marta,59,0,1,1,ctb
Matt_0,1,Matt,59,0,1,1,ctb
Johan_0,1,Johan,60,1,1,1,ctb
Tina_0,1,Tina,60,0,1,1,ctb
Steve_0,1,Steve,60,0,1,1,ctb
Rik_0,1,Rik,60,1,1,1,ctb
Sneha_0,1,Sneha,60,0,1,1,ctb
Verity_0,1,Verity,60,0,1,1,ctb
Holly_0,1,Holly,60,1,1,1,ctb
Clare_0,1,Clare,60,0,1,1,ctb
Marta_0,1,Marta,60,0,1,1,ctb
Matt_0,1,Matt,60,0,1,1,ctb
Johan_0,1,Johan,61,0,1,1,ctb
Tina_0,1,Tina,61,0,1,1,ctb
Steve_0,1,Steve,61,0,1,1,ctb
Rik_0,1,Rik,61,0,1,1,ctb
Sneha_0,1,Sneha,61,1,1,1,ctb
Verity_0,1,Verity,61,0,1,1,ctb
Holly_0,1,Holly,61,0,1,1,ctb
Clare_0,1,Clare,61,0,1,1,ctb
Marta_0,1,Marta,61,0,1,1,ctb
Matt_0,1,Matt,61,1,1,1,ctb
Johan_0,1,Johan,62,0,1,1,ctb
Tina_0,1,Tina,62,0,1,1,ctb
Steve_0,1,Steve,62,0,1,1,ctb
Rik_0,1,Rik,62,1,1,1,ctb
Sneha_0,1,Sneha,62,1,1,1,ctb
Verity_0,1,Verity,62,0,1,1,ctb
Holly_0,1,Holly,62,0,1,1,ctb
Clare_0,1,Clare,62,1,1,1,ctb
Marta_0,1,Marta,62,0,1,1,ctb
Matt_0,1,Matt,62,0,1,1,ctb
Johan_0,1,Johan,63,0,1,1,ctb
Tina_0,1,Tina,63,0,1,1,ctb
Steve_0,1,Steve,63,0,1,1,ctb
Rik_0,1,Rik,63,1,1,1,ctb
Sneha_0,1,Sneha,63,0,1,1,ctb
Verity_0,1,Verity,63,0,1,1,ctb
Holly_0,1,Holly,63,0,1,1,ctb
Clare_0,1,Clare,63,0,1,1,ctb
Marta_0,1,Marta,63,1,1,1,ctb
Matt_0,1,Matt,63,1,1,1,ctb
Johan_0,1,Johan,64,0,1,1,ctb
Tina_0,1,Tina,64,0,1,1,ctb
Steve_0,1,Steve,64,1,1,1,ctb
Rik_0,1,Rik,64,0,1,1,ctb
Sneha_0,1,Sneha,64,1,1,1,ctb
Verity_0,1,Verity,64,0,1,1,ctb
Holly_0,1,Holly,64,0,1,1,ctb
Clare_0,1,Clare,64,1,1,1,ctb
Marta_0,1,Marta,64,0,1,1,ctb
Matt_0,1,Matt,64,0,1,1,ctb
Johan_0,1,Johan,65,0,1,1,ctb
Tina_0,1,Tina,65,0,1,1,ctb
Steve_0,1,Steve,65,1,1,1,ctb
Rik_0,1,Rik,65,0,1,1,ctb
Sneha_0,1,Sneha,65,0,1,1,ctb
Verity_0,1,Verity,65,0,1,1,ctb
Holly_0,1,Holly,65,0,1,1,ctb
Clare_0,1,Clare,65,0,1,1,ctb
Marta_0,1,Marta,65,0,1,1,ctb
Matt_0,1,Matt,65,0,1,1,ctb
Johan_0,1,Johan,66,1,3,1,ctb
Tina_0,1,Tina,66,1,3,1,ctb
Steve_0,1,Steve,66,1,3,1,ctb
Rik_0,1,Rik,66,1,3,1,ctb
Sneha_0,1,Sneha,66,1,3,1,ctb
Verity_0,1,Verity,66,1,3,1,ctb
Holly_0,1,Holly,66,0,3,1,ctb
Clare_0,1,Clare,66,1,3,1,ctb
Marta_0,1,Marta,66,0,3,1,ctb
Matt_0,1,Matt,66,0,3,1,ctb
Johan_0,1,Johan,67,1,3,1,ctb
Tina_0,1,Tina,67,0,3,1,ctb
Steve_0,1,Steve,67,0,3,1,ctb
Rik_0,1,Rik,67,1,3,1,ctb
Sneha_0,1,Sneha,67,1,3,1,ctb
Verity_0,1,Verity,67,0,3,1,ctb
Holly_0,1,Holly,67,1,3,1,ctb
Clare_0,1,Clare,67,1,3,1,ctb
Marta_0,1,Marta,67,1,3,1,ctb
Matt_0,1,Matt,67,0,3,1,ctb
Johan_0,1,Johan,68,1,2,1,ctb
Tina_0,1,Tina,68,1,2,1,ctb
Steve_0,1,Steve,68,1,2,1,ctb
Rik_0,1,Rik,68,0,2,1,ctb
Sneha_0,1,Sneha,68,1,2,1,ctb
Verity_0,1,Verity,68,0,2,1,ctb
Holly_0,1,Holly,68,0,2,1,ctb
Clare_0,1,Clare,68,0,2,1,ctb
Marta_0,1,Marta,68,0,2,1,ctb
Matt_0,1,Matt,68,1,2,1,ctb
Johan_0,1,Johan,69,0,3,1,ctb
Tina_0,1,Tina,69,0,3,1,ctb
Steve_0,1,Steve,69,0,3,1,ctb
Rik_0,1,Rik,69,0,3,1,ctb
Sneha_0,1,Sneha,69,0,3,1,ctb
Verity_0,1,Verity,69,0,3,1,ctb
Holly_0,1,Holly,69,0,3,1,ctb
Clare_0,1,Clare,69,1,3,1,ctb
Marta_0,1,Marta,69,1,3,1,ctb
Matt_0,1,Matt,69,0,3,1,ctb
Johan_0,1,Johan,70,0,2,1,ctb
Tina_0,1,Tina,70,1,2,1,ctb
Steve_0,1,Steve,70,1,2,1,ctb
Rik_0,1,Rik,70,1,2,1,ctb
Sneha_0,1,Sneha,70,0,2,1,ctb
Verity_0,1,Verity,70,1,2,1,ctb
Holly_0,1,Holly,70,0,2,1,ctb
Clare_0,1,Clare,70,0,2,1,ctb
Marta_0,1,Marta,70,0,2,1,ctb
Matt_0,1,Matt,70,1,2,1,ctb
Johan_0,1,Johan,71,0,2,1,ctb
Tina_0,1,Tina,71,0,2,1,ctb
Steve_0,1,Steve,71,1,2,1,ctb
Rik_0,1,Rik,71,1,2,1,ctb
Sneha_0,1,Sneha,71,1,2,1,ctb
Verity_0,1,Verity,71,1,2,1,ctb
Holly_0,1,Holly,71,0,2,1,ctb
Clare_0,1,Clare,71,1,2,1,ctb
Marta_0,1,Marta,71,1,2,1,ctb
Matt_0,1,Matt,71,0,2,1,ctb
Johan_0,1,Johan,72,1,2,1,ctb
Tina_0,1,Tina,72,1,2,1,ctb
Steve_0,1,Steve,72,0,2,1,ctb
Rik_0,1,Rik,72,1,2,1,ctb
Sneha_0,1,Sneha,72,1,2,1,ctb
Verity_0,1,Verity,72,1,2,1,ctb
Holly_0,1,Holly,72,0,2,1,ctb
Clare_0,1,Clare,72,1,2,1,ctb
Marta_0,1,Marta,72,1,2,1,ctb
Matt_0,1,Matt,72,0,2,1,ctb
Johan_0,1,Johan,73,1,2,1,ctb
Tina_0,1,Tina,73,0,2,1,ctb
Steve_0,1,Steve,73,0,2,1,ctb
Rik_0,1,Rik,73,0,2,1,ctb
Sneha_0,1,Sneha,73,0,2,1,ctb
Verity_0,1,Verity,73,0,2,1,ctb
Holly_0,1,Holly,73,0,2,1,ctb
Clare_0,1,Clare,73,1,2,1,ctb
Marta_0,1,Marta,73,1,2,1,ctb
