trial,cond,face,subj,acc,order,fam,grp
Verity_2,2,Verity,8,0,3,7,cbu
Holly_2,2,Holly,8,0,3,8,cbu
Clare_2,2,Clare,8,0,3,8,cbu
Marta_2,2,Marta,8,0,3,7,cbu
Matt_2,2,Matt,8,0,3,9,cbu
Johan_2,2,Johan,9,1,1,5,cbu
Tina_2,2,Tina,9,0,1,5,cbu
Steve_2,2,Steve,9,1,1,7,cbu
Rik_2,2,Rik,9,1,1,7,cbu
Sneha_2,2,Sneha,9,0,1,3,cbu
Verity_2,2,Verity,9,0,1,3,cbu
Holly_2,2,Holly,9,0,1,8,cbu
Clare_2,2,Clare,9,0,1,8,cbu
Marta_2,2,Marta,9,0,1,6,cbu
Matt_2,2,Matt,9,0,1,6,cbu
Johan_2,2,Johan,10,1,1,9,cbu
Tina_2,2,Tina,10,0,1,9,cbu
Steve_2,2,Steve,10,1,1,9,cbu
Rik_2,2,Rik,10,0,1,10,cbu
Sneha_2,2,Sneha,10,0,1,8,cbu
Verity_2,2,Verity,10,0,1,9,cbu
Holly_2,2,Holly,10,0,1,7,cbu
Clare_2,2,Clare,10,1,1,8,cbu
Marta_2,2,Marta,10,0,1,8,cbu
Matt_2,2,Matt,10,0,1,8,cbu
Johan_2,2,Johan,11,0,2,9,cbu
Tina_2,2,Tina,11,0,2,10,cbu
Steve_2,2,Steve,11,0,2,10,cbu
Rik_2,2,Rik,11,1,2,10,cbu
Sneha_2,2,Sneha,11,0,2,8,cbu
Verity_2,2,Verity,11,0,2,9,cbu
Holly_2,2,Holly,11,0,2,10,cbu
Clare_2,2,Clare,11,0,2,10,cbu
Marta_2,2,Marta,11,1,2,10,cbu
Matt_2,2,Matt,11,0,2,10,cbu
Johan_2,2,Johan,12,0,3,10,cbu
Tina_2,2,Tina,12,0,3,10,cbu
Steve_2,2,Steve,12,0,3,10,cbu
Rik_2,2,Rik,12,0,3,10,cbu
Sneha_2,2,Sneha,12,0,3,6,cbu
Verity_2,2,Verity,12,0,3,4,cbu
Holly_2,2,Holly,12,0,3,4,cbu
Clare_2,2,Clare,12,0,3,10,cbu
Marta_2,2,Marta,12,0,3,2,cbu
Matt_2,2,Matt,12,0,3,10,cbu
Johan_2,2,Johan,13,0,1,7,cbu
Tina_2,2,Tina,13,1,1,6,cbu
Steve_2,2,Steve,13,0,1,6,cbu
Rik_2,2,Rik,13,0,1,7,cbu
Sneha_2,2,Sneha,13,1,1,5,cbu
Verity_2,2,Verity,13,0,1,4,cbu
Holly_2,2,Holly,13,0,1,3,cbu
Clare_2,2,Clare,13,0,1,6,cbu
Marta_2,2,Marta,13,0,1,6,cbu
Matt_2,2,Matt,13,0,1,4,cbu
Johan_2,2,Johan,14,1,2,8,cbu
Tina_2,2,Tina,14,1,2,10,cbu
Steve_2,2,Steve,14,0,2,8,cbu
Rik_2,2,Rik,14,1,2,9,cbu
Sneha_2,2,Sneha,14,0,2,3,cbu
Verity_2,2,Verity,14,0,2,0,cbu
Holly_2,2,Holly,14,0,2,10,cbu
Clare_2,2,Clare,14,0,2,10,cbu
Marta_2,2,Marta,14,1,2,8,cbu
Matt_2,2,Matt,14,0,2,7,cbu
Johan_2,2,Johan,15,0,2,6,cbu
Tina_2,2,Tina,15,0,2,9,cbu
Steve_2,2,Steve,15,0,2,6,cbu
Rik_2,2,Rik,15,1,2,8,cbu
Sneha_2,2,Sneha,15,0,2,4,cbu
Verity_2,2,Verity,15,1,2,4,cbu
Holly_2,2,Holly,15,0,2,3,cbu
Clare_2,2,Clare,15,0,2,9,cbu
Marta_2,2,Marta,15,1,2,8,cbu
Matt_2,2,Matt,15,0,2,10,cbu
Johan_2,2,Johan,16,0,2,8,cbu
Tina_2,2,Tina,16,0,2,5,cbu
Steve_2,2,Steve,16,0,2,6,cbu
Rik_2,2,Rik,16,0,2,7,cbu
Sneha_2,2,Sneha,16,0,2,10,cbu
Verity_2,2,Verity,16,1,2,7,cbu
Holly_2,2,Holly,16,0,2,7,cbu
Clare_2,2,Clare,16,1,2,6,cbu
Marta_2,2,Marta,16,1,2,10,cbu
Matt_2,2,Matt,16,0,2,7,cbu
Johan_2,2,Johan,17,0,4,8,cbu
Tina_2,2,Tina,17,1,4,8,cbu
Steve_2,2,Steve,17,0,4,8,cbu
Rik_2,2,Rik,17,1,4,8,cbu
Sneha_2,2,Sneha,17,0,4,6,cbu
Verity_2,2,Verity,17,1,4,6,cbu
Holly_2,2,Holly,17,0,4,6,cbu
Clare_2,2,Clare,17,0,4,9,cbu
Marta_2,2,Marta,17,0,4,9,cbu
Matt_2,2,Matt,17,0,4,8,cbu
Johan_2,2,Johan,18,0,1,5,cbu
Tina_2,2,Tina,18,0,1,7,cbu
Steve_2,2,Steve,18,0,1,8,cbu
Rik_2,2,Rik,18,0,1,8,cbu
Sneha_2,2,Sneha,18,0,1,6,cbu
Verity_2,2,Verity,18,0,1,5,cbu
Holly_2,2,Holly,18,0,1,5,cbu
Clare_2,2,Clare,18,0,1,7,cbu
Marta_2,2,Marta,18,0,1,7,cbu
Matt_2,2,Matt,18,0,1,7,cbu
Johan_2,2,Johan,19,0,2,7,cbu
Tina_2,2,Tina,19,0,2,7,cbu
Steve_2,2,Steve,19,0,2,2,cbu
Rik_2,2,Rik,19,0,2,7,cbu
Sneha_2,2,Sneha,19,1,2,2,cbu
Verity_2,2,Verity,19,1,2,4,cbu
Holly_2,2,Holly,19,0,2,2,cbu
Clare_2,2,Clare,19,0,2,4,cbu
Marta_2,2,Marta,19,1,2,6,cbu
Matt_2,2,Matt,19,0,2,9,cbu
Johan_2,2,Johan,20,1,2,9,cbu
Tina_2,2,Tina,20,0,2,5,cbu
Steve_2,2,Steve,20,0,2,6,cbu
Rik_2,2,Rik,20,0,2,9,cbu
Sneha_2,2,Sneha,20,1,2,8,cbu
Verity_2,2,Verity,20,0,2,5,cbu
Holly_2,2,Holly,20,0,2,1,cbu
Clare_2,2,Clare,20,0,2,6,cbu
Marta_2,2,Marta,20,1,2,6,cbu
Matt_2,2,Matt,20,1,2,7,cbu
Johan_2,2,Johan,21,1,3,10,cbu
Tina_2,2,Tina,21,1,3,10,cbu
Steve_2,2,Steve,21,0,3,10,cbu
Rik_2,2,Rik,21,1,3,10,cbu
Sneha_2,2,Sneha,21,0,3,7,cbu
Verity_2,2,Verity,21,0,3,7,cbu
Holly_2,2,Holly,21,0,3,10,cbu
Clare_2,2,Clare,21,0,3,10,cbu
Marta_2,2,Marta,21,1,3,9,cbu
Matt_2,2,Matt,21,0,3,9,cbu
Johan_2,2,Johan,22,1,3,8,cbu
Tina_2,2,Tina,22,0,3,8,cbu
Steve_2,2,Steve,22,1,3,10,cbu
Rik_2,2,Rik,22,0,3,10,cbu
Sneha_2,2,Sneha,22,0,3,5,cbu
Verity_2,2,Verity,22,0,3,5,cbu
Holly_2,2,Holly,22,0,3,7,cbu
Clare_2,2,Clare,22,0,3,8,cbu
Marta_2,2,Marta,22,0,3,7,cbu
Matt_2,2,Matt,22,0,3,8,cbu
Johan_2,2,Johan,23,0,3,10,cbu
Tina_2,2,Tina,23,0,3,10,cbu
Steve_2,2,Steve,23,1,3,10,cbu
Rik_2,2,Rik,23,1,3,10,cbu
Sneha_2,2,Sneha,23,0,3,10,cbu
Verity_2,2,Verity,23,0,3,10,cbu
Holly_2,2,Holly,23,0,3,10,cbu
Clare_2,2,Clare,23,0,3,10,cbu
Marta_2,2,Marta,23,1,3,10,cbu
Matt_2,2,Matt,23,0,3,10,cbu
Johan_2,2,Johan,24,0,1,9,cbu
Tina_2,2,Tina,24,0,1,8,cbu
Steve_2,2,Steve,24,1,1,4,cbu
Rik_2,2,Rik,24,0,1,9,cbu
Sneha_2,2,Sneha,24,0,1,5,cbu
Verity_2,2,Verity,24,0,1,5,cbu
Holly_2,2,Holly,24,0,1,4,cbu
Clare_2,2,Clare,24,0,1,6,cbu
Marta_2,2,Marta,24,0,1,6,cbu
Matt_2,2,Matt,24,0,1,8,cbu
Johan_2,2,Johan,25,1,2,9,cbu
Tina_2,2,Tina,25,0,2,8,cbu
Steve_2,2,Steve,25,1,2,7,cbu
Rik_2,2,Rik,25,0,2,9,cbu
Sneha_2,2,Sneha,25,0,2,8,cbu
Verity_2,2,Verity,25,0,2,8,cbu
Holly_2,2,Holly,25,0,2,2,cbu
Clare_2,2,Clare,25,0,2,6,cbu
Marta_2,2,Marta,25,0,2,9,cbu
Matt_2,2,Matt,25,0,2,10,cbu
Johan_2,2,Johan,26,0,3,9,cbu
Tina_2,2,Tina,26,0,3,8,cbu
Steve_2,2,Steve,26,0,3,5,cbu
Rik_2,2,Rik,26,0,3,9,cbu
Sneha_2,2,Sneha,26,0,3,7,cbu
Verity_2,2,Verity,26,0,3,7,cbu
Holly_2,2,Holly,26,0,3,6,cbu
Clare_2,2,Clare,26,0,3,2,cbu
Marta_2,2,Marta,26,0,3,8,cbu
Matt_2,2,Matt,26,0,3,5,cbu
Johan_2,2,Johan,27,1,1,9,cbu
Tina_2,2,Tina,27,0,1,9,cbu
Steve_2,2,Steve,27,1,1,9,cbu
Rik_2,2,Rik,27,1,1,9,cbu
Sneha_2,2,Sneha,27,0,1,9,cbu
Verity_2,2,Verity,27,1,1,9,cbu
Holly_2,2,Holly,27,0,1,8,cbu
Clare_2,2,Clare,27,1,1,9,cbu
Marta_2,2,Marta,27,0,1,9,cbu
Matt_2,2,Matt,27,1,1,9,cbu
Johan_2,2,Johan,28,1,1,10,cbu
Tina_2,2,Tina,28,0,1,8,cbu
Steve_2,2,Steve,28,1,1,10,cbu
Rik_2,2,Rik,28,0,1,8,cbu
Sneha_2,2,Sneha,28,0,1,8,cbu
Verity_2,2,Verity,28,0,1,6,cbu
Holly_2,2,Holly,28,0,1,7,cbu
Clare_2,2,Clare,28,0,1,10,cbu
Marta_2,2,Marta,28,1,1,7,cbu
Matt_2,2,Matt,28,0,1,10,cbu
Johan_2,2,Johan,29,1,4,7,cbu
Tina_2,2,Tina,29,0,4,6,cbu
Steve_2,2,Steve,29,0,4,5,cbu
Rik_2,2,Rik,29,0,4,8,cbu
Sneha_2,2,Sneha,29,0,4,9,cbu
Verity_2,2,Verity,29,1,4,9,cbu
Holly_2,2,Holly,29,0,4,6,cbu
Clare_2,2,Clare,29,0,4,2,cbu
Marta_2,2,Marta,29,0,4,9,cbu
Matt_2,2,Matt,29,0,4,8,cbu
Johan_2,2,Johan,30,0,4,10,cbu
Tina_2,2,Tina,30,0,4,10,cbu
Steve_2,2,Steve,30,0,4,10,cbu
Rik_2,2,Rik,30,1,4,10,cbu
Sneha_2,2,Sneha,30,0,4,10,cbu
Verity_2,2,Verity,30,0,4,10,cbu
Holly_2,2,Holly,30,1,4,10,cbu
Clare_2,2,Clare,30,0,4,10,cbu
Marta_2,2,Marta,30,0,4,10,cbu
Matt_2,2,Matt,30,0,4,10,cbu
Johan_2,2,Johan,31,0,1,8,cbu
Tina_2,2,Tina,31,0,1,8,cbu
Steve_2,2,Steve,31,1,1,4,cbu
Rik_2,2,Rik,31,1,1,10,cbu
Sneha_2,2,Sneha,31,1,1,9,cbu
Verity_2,2,Verity,31,0,1,6,cbu
Holly_2,2,Holly,31,0,1,3,cbu
Clare_2,2,Clare,31,0,1,7,cbu
Marta_2,2,Marta,31,1,1,7,cbu
Matt_2,2,Matt,31,0,1,10,cbu
Johan_2,2,Johan,32,0,1,7,cbu
Tina_2,2,Tina,32,0,1,5,cbu
Steve_2,2,Steve,32,0,1,9,cbu
Rik_2,2,Rik,32,0,1,9,cbu
Sneha_2,2,Sneha,32,0,1,4,cbu
Verity_2,2,Verity,32,0,1,3,cbu
Holly_2,2,Holly,32,0,1,2,cbu
Clare_2,2,Clare,32,1,1,3,cbu
Marta_2,2,Marta,32,1,1,9,cbu
Matt_2,2,Matt,32,0,1,9,cbu
Johan_2,2,Johan,33,1,1,7,cbu
Tina_2,2,Tina,33,0,1,7,cbu
Steve_2,2,Steve,33,0,1,7,cbu
Rik_2,2,Rik,33,0,1,9,cbu
Sneha_2,2,Sneha,33,0,1,5,cbu
Verity_2,2,Verity,33,0,1,1,cbu
Holly_2,2,Holly,33,0,1,3,cbu
Clare_2,2,Clare,33,0,1,8,cbu
Marta_2,2,Marta,33,0,1,7,cbu
Matt_2,2,Matt,33,0,1,7,cbu
Johan_2,2,Johan,34,1,3,7,cbu
Tina_2,2,Tina,34,0,3,9,cbu
Steve_2,2,Steve,34,1,3,5,cbu
Rik_2,2,Rik,34,0,3,10,cbu
Sneha_2,2,Sneha,34,1,3,7,cbu
Verity_2,2,Verity,34,0,3,10,cbu
Holly_2,2,Holly,34,0,3,1,cbu
Clare_2,2,Clare,34,0,3,3,cbu
Marta_2,2,Marta,34,1,3,10,cbu
Matt_2,2,Matt,34,0,3,7,cbu
Johan_2,2,Johan,35,0,3,8,cbu
Tina_2,2,Tina,35,0,3,8,cbu
Steve_2,2,Steve,35,0,3,7,cbu
Rik_2,2,Rik,35,0,3,9,cbu
Sneha_2,2,Sneha,35,0,3,6,cbu
Verity_2,2,Verity,35,0,3,9,cbu
Holly_2,2,Holly,35,0,3,8,cbu
Clare_2,2,Clare,35,1,3,5,cbu
Marta_2,2,Marta,35,1,3,8,cbu
Matt_2,2,Matt,35,0,3,9,cbu
Johan_2,2,Johan,36,1,4,8,cbu
Tina_2,2,Tina,36,0,4,5,cbu
Steve_2,2,Steve,36,1,4,8,cbu
Rik_2,2,Rik,36,0,4,8,cbu
Sneha_2,2,Sneha,36,0,4,5,cbu
Verity_2,2,Verity,36,1,4,5,cbu
Holly_2,2,Holly,36,0,4,5,cbu
Clare_2,2,Clare,36,1,4,8,cbu
Marta_2,2,Marta,36,0,4,8,cbu
Matt_2,2,Matt,36,0,4,8,cbu
Johan_2,2,Johan,37,1,2,10,cbu
Tina_2,2,Tina,37,0,2,9,cbu
Steve_2,2,Steve,37,1,2,6,cbu
Rik_2,2,Rik,37,1,2,9,cbu
Sneha_2,2,Sneha,37,0,2,8,cbu
Verity_2,2,Verity,37,0,2,7,cbu
Holly_2,2,Holly,37,0,2,7,cbu
Clare_2,2,Clare,37,0,2,10,cbu
Marta_2,2,Marta,37,0,2,9,cbu
Matt_2,2,Matt,37,0,2,10,cbu
Johan_2,2,Johan,38,1,2,7,cbu
Tina_2,2,Tina,38,0,2,5,cbu
Steve_2,2,Steve,38,0,2,5,cbu
Rik_2,2,Rik,38,1,2,8,cbu
Sneha_2,2,Sneha,38,0,2,7,cbu
Verity_2,2,Verity,38,0,2,4,cbu
Holly_2,2,Holly,38,0,2,3,cbu
Clare_2,2,Clare,38,0,2,8,cbu
Marta_2,2,Marta,38,0,2,3,cbu
Matt_2,2,Matt,38,1,2,8,cbu
Johan_2,2,Johan,39,1,2,4,cbu
Tina_2,2,Tina,39,0,2,1,cbu
Steve_2,2,Steve,39,0,2,3,cbu
Rik_2,2,Rik,39,0,2,5,cbu
Sneha_2,2,Sneha,39,0,2,0,cbu
Verity_2,2,Verity,39,1,2,2,cbu
Holly_2,2,Holly,39,0,2,0,cbu
Clare_2,2,Clare,39,1,2,0,cbu
Marta_2,2,Marta,39,0,2,4,cbu
Matt_2,2,Matt,39,0,2,3,cbu
Johan_2,2,Johan,40,0,3,4,cbu
Tina_2,2,Tina,40,0,3,0,cbu
Steve_2,2,Steve,40,1,3,0,cbu
Rik_2,2,Rik,40,0,3,8,cbu
Sneha_2,2,Sneha,40,1,3,2,cbu
Verity_2,2,Verity,40,0,3,1,cbu
Holly_2,2,Holly,40,0,3,0,cbu
Clare_2,2,Clare,40,0,3,4,cbu
Marta_2,2,Marta,40,1,3,6,cbu
Matt_2,2,Matt,40,0,3,6,cbu
Johan_2,2,Johan,41,0,2,9,cbu
Tina_2,2,Tina,41,0,2,10,cbu
Steve_2,2,Steve,41,0,2,6,cbu
Rik_2,2,Rik,41,1,2,10,cbu
Sneha_2,2,Sneha,41,0,2,3,cbu
Verity_2,2,Verity,41,0,2,3,cbu
Holly_2,2,Holly,41,0,2,6,cbu
Clare_2,2,Clare,41,0,2,10,cbu
Marta_2,2,Marta,41,1,2,8,cbu
Matt_2,2,Matt,41,0,2,10,cbu
Johan_2,2,Johan,42,0,4,10,cbu
Tina_2,2,Tina,42,1,4,10,cbu
Steve_2,2,Steve,42,0,4,9,cbu
Rik_2,2,Rik,42,0,4,10,cbu
Sneha_2,2,Sneha,42,0,4,8,cbu
Verity_2,2,Verity,42,0,4,6,cbu
Holly_2,2,Holly,42,0,4,5,cbu
Clare_2,2,Clare,42,0,4,7,cbu
Marta_2,2,Marta,42,0,4,10,cbu
Matt_2,2,Matt,42,0,4,10,cbu
Johan_2,2,Johan,43,0,2,7,cbu
Tina_2,2,Tina,43,1,2,10,cbu
Steve_2,2,Steve,43,0,2,8,cbu
Rik_2,2,Rik,43,1,2,7,cbu
Sneha_2,2,Sneha,43,1,2,3,cbu
Verity_2,2,Verity,43,0,2,2,cbu
Holly_2,2,Holly,43,0,2,1,cbu
Clare_2,2,Clare,43,0,2,2,cbu
Marta_2,2,Marta,43,0,2,5,cbu
Matt_2,2,Matt,43,0,2,6,cbu
Johan_2,2,Johan,44,0,2,6,cbu
Tina_2,2,Tina,44,0,2,6,cbu
Steve_2,2,Steve,44,0,2,5,cbu
Rik_2,2,Rik,44,0,2,6,cbu
Sneha_2,2,Sneha,44,0,2,4,cbu
Verity_2,2,Verity,44,1,2,3,cbu
Holly_2,2,Holly,44,0,2,6,cbu
Clare_2,2,Clare,44,0,2,7,cbu
Marta_2,2,Marta,44,0,2,7,cbu
Matt_2,2,Matt,44,0,2,7,cbu
Johan_2,2,Johan,45,0,3,7,cbu
Tina_2,2,Tina,45,1,3,5,cbu
Steve_2,2,Steve,45,0,3,4,cbu
Rik_2,2,Rik,45,0,3,10,cbu
Sneha_2,2,Sneha,45,0,3,7,cbu
Verity_2,2,Verity,45,0,3,8,cbu
Holly_2,2,Holly,45,0,3,2,cbu
Clare_2,2,Clare,45,0,3,1,cbu
Marta_2,2,Marta,45,0,3,4,cbu
Matt_2,2,Matt,45,0,3,6,cbu
Johan_2,2,Johan,46,1,4,10,cbu
Tina_2,2,Tina,46,0,4,6,cbu
Steve_2,2,Steve,46,1,4,7,cbu
Rik_2,2,Rik,46,1,4,10,cbu
Sneha_2,2,Sneha,46,1,4,7,cbu
Verity_2,2,Verity,46,0,4,9,cbu
Holly_2,2,Holly,46,1,4,1,cbu
Clare_2,2,Clare,46,1,4,4,cbu
Marta_2,2,Marta,46,0,4,8,cbu
Matt_2,2,Matt,46,1,4,10,cbu
Johan_2,2,Johan,47,0,3,8,cbu
Tina_2,2,Tina,47,0,3,9,cbu
Steve_2,2,Steve,47,0,3,9,cbu
Rik_2,2,Rik,47,0,3,9,cbu
Sneha_2,2,Sneha,47,0,3,9,cbu
Verity_2,2,Verity,47,0,3,9,cbu
Holly_2,2,Holly,47,1,3,5,cbu
Clare_2,2,Clare,47,0,3,6,cbu
Marta_2,2,Marta,47,1,3,9,cbu
Matt_2,2,Matt,47,0,3,9,cbu
Johan_2,2,Johan,48,0,1,9,cbu
Tina_2,2,Tina,48,0,1,8,cbu
Steve_2,2,Steve,48,0,1,7,cbu
Rik_2,2,Rik,48,0,1,9,cbu
Sneha_2,2,Sneha,48,0,1,9,cbu
Verity_2,2,Verity,48,0,1,6,cbu
Holly_2,2,Holly,48,0,1,9,cbu
Clare_2,2,Clare,48,1,1,10,cbu
Marta_2,2,Marta,48,1,1,8,cbu
Matt_2,2,Matt,48,0,1,10,cbu
Johan_2,2,Johan,49,1,1,9,cbu
Tina_2,2,Tina,49,0,1,5,cbu
Steve_2,2,Steve,49,0,1,7,cbu
Rik_2,2,Rik,49,0,1,5,cbu
Sneha_2,2,Sneha,49,1,1,6,cbu
Verity_2,2,Verity,49,1,1,6,cbu
Holly_2,2,Holly,49,0,1,0,cbu
Clare_2,2,Clare,49,1,1,4,cbu
Marta_2,2,Marta,49,1,1,9,cbu
Matt_2,2,Matt,49,0,1,6,cbu
Johan_2,2,Johan,50,1,1,6,cbu
Tina_2,2,Tina,50,1,1,7,cbu
Steve_2,2,Steve,50,1,1,5,cbu
Rik_2,2,Rik,50,1,1,7,cbu
Sneha_2,2,Sneha,50,1,1,6,cbu
Verity_2,2,Verity,50,1,1,6,cbu
Holly_2,2,Holly,50,0,1,0,cbu
Clare_2,2,Clare,50,1,1,5,cbu
Marta_2,2,Marta,50,1,1,4,cbu
Matt_2,2,Matt,50,0,1,6,cbu
Johan_3,3,Johan,1,0,3,10,cbu
Tina_3,3,Tina,1,0,3,3,cbu
Steve_3,3,Steve,1,0,3,6,cbu
Rik_3,3,Rik,1,1,3,10,cbu
Sneha_3,3,Sneha,1,0,3,10,cbu
Verity_3,3,Verity,1,1,3,6,cbu
Holly_3,3,Holly,1,0,3,3,cbu
Clare_3,3,Clare,1,0,3,4,cbu
Marta_3,3,Marta,1,1,3,10,cbu
Matt_3,3,Matt,1,0,3,8,cbu
Johan_3,3,Johan,2,0,1,10,cbu
Tina_3,3,Tina,2,0,1,10,cbu
Steve_3,3,Steve,2,0,1,8,cbu
Rik_3,3,Rik,2,1,1,10,cbu
Sneha_3,3,Sneha,2,0,1,7,cbu
Verity_3,3,Verity,2,0,1,10,cbu
Holly_3,3,Holly,2,0,1,7,cbu
Clare_3,3,Clare,2,0,1,10,cbu
Marta_3,3,Marta,2,0,1,10,cbu
Matt_3,3,Matt,2,0,1,10,cbu
Johan_3,3,Johan,3,0,1,10,cbu
Tina_3,3,Tina,3,0,1,8,cbu
Steve_3,3,Steve,3,0,1,9,cbu
Rik_3,3,Rik,3,0,1,10,cbu
Sneha_3,3,Sneha,3,0,1,10,cbu
Verity_3,3,Verity,3,0,1,10,cbu
Holly_3,3,Holly,3,0,1,3,cbu
Clare_3,3,Clare,3,0,1,7,cbu
Marta_3,3,Marta,3,0,1,9,cbu
Matt_3,3,Matt,3,0,1,9,cbu
Johan_3,3,Johan,4,1,2,9,cbu
Tina_3,3,Tina,4,0,2,7,cbu
Steve_3,3,Steve,4,1,2,8,cbu
Rik_3,3,Rik,4,1,2,8,cbu
Sneha_3,3,Sneha,4,0,2,6,cbu
Verity_3,3,Verity,4,1,2,5,cbu
Holly_3,3,Holly,4,0,2,6,cbu
Clare_3,3,Clare,4,1,2,7,cbu
Marta_3,3,Marta,4,1,2,8,cbu
Matt_3,3,Matt,4,0,2,8,cbu
Johan_3,3,Johan,5,0,2,7,cbu
Tina_3,3,Tina,5,1,2,10,cbu
Steve_3,3,Steve,5,1,2,9,cbu
Rik_3,3,Rik,5,0,2,8,cbu
Sneha_3,3,Sneha,5,1,2,8,cbu
Verity_3,3,Verity,5,0,2,8,cbu
Holly_3,3,Holly,5,0,2,7,cbu
Clare_3,3,Clare,5,1,2,10,cbu
Marta_3,3,Marta,5,0,2,7,cbu
Matt_3,3,Matt,5,0,2,7,cbu
Johan_3,3,Johan,6,1,2,10,cbu
Tina_3,3,Tina,6,0,2,10,cbu
Steve_3,3,Steve,6,0,2,8,cbu
Rik_3,3,Rik,6,1,2,10,cbu
Sneha_3,3,Sneha,6,0,2,9,cbu
Verity_3,3,Verity,6,1,2,8,cbu
Holly_3,3,Holly,6,0,2,9,cbu
Clare_3,3,Clare,6,1,2,10,cbu
Marta_3,3,Marta,6,0,2,10,cbu
Matt_3,3,Matt,6,0,2,10,cbu
Johan_3,3,Johan,7,1,2,8,cbu
Tina_3,3,Tina,7,0,2,10,cbu
Steve_3,3,Steve,7,0,2,10,cbu
Rik_3,3,Rik,7,1,2,10,cbu
Sneha_3,3,Sneha,7,0,2,10,cbu
Verity_3,3,Verity,7,1,2,10,cbu
Holly_3,3,Holly,7,0,2,10,cbu
Clare_3,3,Clare,7,1,2,10,cbu
Marta_3,3,Marta,7,1,2,10,cbu
Matt_3,3,Matt,7,0,2,10,cbu
Johan_3,3,Johan,8,1,4,8,cbu
Tina_3,3,Tina,8,0,4,9,cbu
Steve_3,3,Steve,8,1,4,9,cbu
Rik_3,3,Rik,8,0,4,10,cbu
Sneha_3,3,Sneha,8,1,4,7,cbu
Verity_3,3,Verity,8,1,4,7,cbu
Holly_3,3,Holly,8,0,4,8,cbu
Clare_3,3,Clare,8,1,4,8,cbu
Marta_3,3,Marta,8,0,4,7,cbu
Matt_3,3,Matt,8,0,4,9,cbu
Johan_3,3,Johan,9,1,4,5,cbu
Tina_3,3,Tina,9,1,4,5,cbu
Steve_3,3,Steve,9,1,4,7,cbu
Rik_3,3,Rik,9,1,4,7,cbu
Sneha_3,3,Sneha,9,1,4,3,cbu
Verity_3,3,Verity,9,1,4,3,cbu
Holly_3,3,Holly,9,1,4,8,cbu
Clare_3,3,Clare,9,1,4,8,cbu
Marta_3,3,Marta,9,1,4,6,cbu
Matt_3,3,Matt,9,1,4,6,cbu
Johan_3,3,Johan,10,1,4,9,cbu
Tina_3,3,Tina,10,0,4,9,cbu
Steve_3,3,Steve,10,0,4,9,cbu
Rik_3,3,Rik,10,1,4,10,cbu
Sneha_3,3,Sneha,10,0,4,8,cbu
Verity_3,3,Verity,10,0,4,9,cbu
Holly_3,3,Holly,10,0,4,7,cbu
Clare_3,3,Clare,10,0,4,8,cbu
Marta_3,3,Marta,10,0,4,8,cbu
Matt_3,3,Matt,10,0,4,8,cbu
Johan_3,3,Johan,11,0,4,9,cbu
Tina_3,3,Tina,11,0,4,10,cbu
Steve_3,3,Steve,11,1,4,10,cbu
Rik_3,3,Rik,11,1,4,10,cbu
Sneha_3,3,Sneha,11,0,4,8,cbu
Verity_3,3,Verity,11,0,4,9,cbu
Holly_3,3,Holly,11,0,4,10,cbu
Clare_3,3,Clare,11,0,4,10,cbu
Marta_3,3,Marta,11,1,4,10,cbu
Matt_3,3,Matt,11,1,4,10,cbu
Johan_3,3,Johan,12,0,2,10,cbu
Tina_3,3,Tina,12,0,2,10,cbu
Steve_3,3,Steve,12,0,2,10,cbu
Rik_3,3,Rik,12,0,2,10,cbu
Sneha_3,3,Sneha,12,0,2,6,cbu
Verity_3,3,Verity,12,0,2,4,cbu
Holly_3,3,Holly,12,1,2,4,cbu
Clare_3,3,Clare,12,0,2,10,cbu
Marta_3,3,Marta,12,0,2,2,cbu
Matt_3,3,Matt,12,0,2,10,cbu
Johan_3,3,Johan,13,1,4,7,cbu
Tina_3,3,Tina,13,0,4,6,cbu
Steve_3,3,Steve,13,0,4,6,cbu
Rik_3,3,Rik,13,0,4,7,cbu
Sneha_3,3,Sneha,13,0,4,5,cbu
Verity_3,3,Verity,13,1,4,4,cbu
Holly_3,3,Holly,13,0,4,3,cbu
Clare_3,3,Clare,13,1,4,6,cbu
Marta_3,3,Marta,13,1,4,6,cbu
Matt_3,3,Matt,13,0,4,4,cbu
Johan_3,3,Johan,14,0,1,8,cbu
Tina_3,3,Tina,14,1,1,10,cbu
Steve_3,3,Steve,14,1,1,8,cbu
Rik_3,3,Rik,14,1,1,9,cbu
Sneha_3,3,Sneha,14,0,1,3,cbu
Verity_3,3,Verity,14,0,1,0,cbu
Holly_3,3,Holly,14,0,1,10,cbu
Clare_3,3,Clare,14,1,1,10,cbu
Marta_3,3,Marta,14,0,1,8,cbu
Matt_3,3,Matt,14,0,1,7,cbu
Johan_3,3,Johan,15,1,1,6,cbu
Tina_3,3,Tina,15,0,1,9,cbu
Steve_3,3,Steve,15,0,1,6,cbu
Rik_3,3,Rik,15,0,1,8,cbu
Sneha_3,3,Sneha,15,0,1,4,cbu
Verity_3,3,Verity,15,0,1,4,cbu
Holly_3,3,Holly,15,0,1,3,cbu
Clare_3,3,Clare,15,0,1,9,cbu
Marta_3,3,Marta,15,0,1,8,cbu
Matt_3,3,Matt,15,0,1,10,cbu
Johan_3,3,Johan,16,0,1,8,cbu
Tina_3,3,Tina,16,1,1,5,cbu
